sentiment,text
positive,Seems a bit over kill. I think I could have squirted oil into the high side with this monster.
positive,Love the product
positive,"Purchased this to replace a headlight bulb in my 2006 Saab 9-3, saving me at least $150 from having the dealer fix it.  Checked out an online video showing how to swap out bulbs and in less than ten minutes all was operational again.  The light is clear and bright--can hardly tell a difference between this bulb and the original Saab bulb in the other headlight.  Hopefully it proves to be long lasting."
positive,This was a super easy install and perfect fit for my 2011 Tundra Platinum Crew Max. Most of the weather stripping on the vehicle was starting to dry rot and eventually melted onto my front passenger window one blazing hot summer day (I live in South Louisiana). I believe my father in law and I had them replaced in under 20 minutes while talking the whole time.
positive,Inexpensive yet perfect replacement for OEM. Went in with no problems. Quality was excellent.
negative,I loved it. Thanks
positive,Not bad! Started replacing the bulbs in my travel trailer...they are not quite as bright as my standard bulbs but very good...they run cooler and take less power which is very important when running on battery power only!
positive,Great bang for my buck works great
negative,Wrong size they dond fit
positive,Use it to swipe my sweat off during my workout. I love it.
positive,I really like it. It feels nice and it looks good. It has a good and comfortable grip.
positive,"Arrived on time,packaged nicely and easy to open. Perfect fit. Just what was needed"
positive,It is a genuine part as described.
negative,These are ridiculously chunky & ugly and do not light up as the picture suggests.
positive,Fits very nicely in my 2017 Escape.
positive,Beautiful parts would definitely recommend purchasing Google the video how to do it and enjoy the look once it’s done
positive,"For a minute or two it smells like 3-in1 oil, but then the smell goes away. The product itself works very well. It seems to firm up the leather."
positive,Very nice! Heavy but not to heavy. Feels like a nice solid watch. I have a large wrist and its a tiny bit big on me. The clasp is exceptional. You have to release it by squeezing both sides of the latch. Very well made. Simple but elegant.
positive,"Great car sticker - it has survived a long, cold winter here in the UP on my husband's Nissan Frontier."
positive,I use them in my Jeep. So convenient with doors & top on or off. Keeps my purse from rattling around on the floorboards.
positive,It's a PCV valve grommet. What's to say?
negative,"We purchased this for a 2009 Chevy Suburban I believe (we have a dealership and buy a lot of parts) and it didn’t fix the issue, we ended up having to get the part from another supplier."
positive,"It will take me a little time to get these mounted but a quick test shows they have a narrow path, spot light, and are bright as day. Add the fact that they can switch between yellow and white is great. Been many days I have left for work at 430am and be clear at my house, 2 miles down the road its foggy and wet. These will help so much."
